,Lambda2,Lambda3,Lambda4,Lambda5,muj,YA1,YA2,YB1,YB2,YC1,YC2,YRG,YRH,vx,g1p,Fi11,Fi12,Fi21,Fi22,Fj11,Fj12,Fj21,Fj22,L611,L612,L621,L622,L711,L712,L721,L722,M111,M112,M121,M122,M211,M212,M221,M222,hd11,hd12,hd13,hd21,hd22,hd23,he12,he13,he22,he23,ZP22,ZP23,ZP24,ZP25,ZP32,ZP33,ZP34,ZP35,ZP42,ZP43,ZP44,ZP45,ZP52,ZP53,ZP54,ZP55,mh1,mh2,mH2,mH3,mH4,mH5,mss,MZ,MZp,mnu1,mnu2,mnu3,mchi,mFv,meD1,meD2,VL11,VL12,VL21,VL22,UL11,UL12,UL21,UL22,L1,L2,mv1,mv2,mv3,T,S,U,meg,g2mu,Omega,SIP,SDP,SIN,SDN,sv
0,-0.00011321755402979961,0.006760471736300036,-0.00011043497284612815,-0.025497964025953064,32992145.525968,0.19438376654930234,0.2667594394796543,0.00027327338932066434,0.007719066675709384,0.9107732869897976,0.00041434313825728216,0.17333052462145282,0.0003365658862291762,100.0,0.12,0.025321974179454403,0.0,0.0,0.003082236625469507,0.04952557684610469,0.0,0.0,0.0001414725057939517,0.0002960530212621576,0.0017235997798306034,0.0005098812972094126,0.0008555321110973831,0.0002532153527052258,0.0043179897745456225,0.001218603655658003,0.00018518355255392688,7812871.944813244,0.0,0.0,9451661.12563795,1211637.9280892613,0.0,0.0,21950349.88342922,0.0008817213290712231,0.0039820010973412355,0.004316603353667888,-0.0013746401788820087,-0.014966011889102055,-0.0211508281732364,0.09299691944354202,0.09127490632690943,0.7367927387993749,0.011277303047067954,-2.7124221299999997e-07,1.86609253e-12,1.0,-6.24218661e-06,1.0,-3.1531588699999996e-05,2.7124221299999997e-07,-1.9976280299999998e-12,-3.1531588699999996e-05,-1.0,-6.57775641e-12,1.74376224e-08,8.543194509999999e-13,1.74376224e-08,6.24218661e-06,1.0,0.711652615,124.86611,1100.74774,2795.1531,3074.35955,4685.120660000001,5743.94589,91.1887,60.0,1.15834365e-28,8.50905856e-12,5.07675565e-11,13.7450103,64.4013977,0.007100774659999998,71.0510913,0.00085831148,-0.9999996320000001,0.9999996320000001,0.00085831148,0.906410061,-0.42239886600000004,0.42239886600000004,0.906410061,9.514182657269168e-08,2.785440372861524e-09,1.0000000000000001e-20,8.509203813679174e-12,5.0766661531419756e-11,0.64618417,0.7712204229999999,0.19495827,1.53713316e-19,2.11846365e-14,0.0183,0.0,0.0,0.0,0.0,0.0
1,-0.01407293699616821,0.052239297414583455,-0.5953484963648695,-0.16073510301850488,1529320.1812302312,0.01813766884449041,0.030764602127030083,0.0005413583976984585,0.04240244538889699,0.07183242059034911,0.5314288594819477,0.1129315798269472,0.01738456431230502,1591.8855118009515,2.6944224849421608e-05,0.03829231503648895,0.0,0.0,0.0002048911444192896,0.01899175480774289,0.0,0.0,0.00023323256447717563,0.0003447922223464032,0.0039579885433356655,0.05262142107883228,0.00021817905033973128,0.04607714746126626,0.002570479265244376,0.0002586430234553128,0.008796680319967925,50039821.060206,0.0,0.0,1982036.01563902,16745950.82803511,0.0,0.0,21556767.282462005,-0.0040161428349850935,-0.026842628206037687,-0.024725465976332853,1.8140780438488548,9.927937797072213,8.469200641507921,0.02941824208325752,0.0009801689309900958,0.004148342984969618,0.001225881778629836,2.46923664e-06,-1.0,-7.26975251e-12,1.17819855e-08,-1.2946794399999998e-06,-1.06554074e-11,1.0,-1.60231453e-05,-2.42969672e-11,1.17819854e-08,1.60231453e-05,1.0,1.0,2.46923664e-06,1.2946794399999998e-06,3.52303798e-12,94.5676128,279.234307,1407.85033,4092.35036,4642.95528,7073.88368,1238.60367,91.1887,0.214460633,7.2366092199999965e-28,8.95868532e-12,4.951851370000001e-11,20.4163669,80.85697009999998,0.115197691,83.24444670000003,0.0368680796,-0.999320141,0.999320141,0.0368680796,0.971992497,-0.235011885,0.235011885,0.971992497,1.7516197365170042e-07,3.4567176393424665e-09,1e-20,8.95586448508134e-12,4.953406833411018e-11,0.523996797,0.0802911697,0.250830801,1.82042642e-06,-5.63519779e-10,0.00464,0.0,0.0,0.0,0.0,0.0
2,-0.03479420718871197,0.02097605837558178,-0.0007368230748028407,-0.04271825234104158,7338537.154678613,0.6157241292584169,0.09906132261634204,0.7517488239310076,0.004444891934849363,0.7462927877900514,0.0004881215149245575,0.040623972867385824,0.0035743944594398467,10113.930986620266,0.0006054547629526185,0.000512557686325424,0.0,0.0,0.16430735007378836,0.00015889527724155305,0.0,0.0,0.00012247706025775336,0.0009411435336727813,0.0005592001783408803,0.006875500780310136,0.005907390640462181,0.0036009145267181775,0.00021921658967469768,0.08269995861437966,0.0015653553356565814,5213861.080121928,0.0,0.0,4747008.717850573,3652326.0725194137,0.0,0.0,1836658.4655621287,0.02763171653222635,0.7725679678681908,1.032526389909125,4.462727234598419e-06,-3.080013544299926e-05,-5.629269763755289e-05,0.010653379104556094,0.02656788305325906,0.6659087155664564,0.9141731842838666,-2.00824535e-09,0.000403735713,3.61975249e-06,-0.999999918,2.34756787e-06,3.84935341e-09,-1.0,-3.6197512400000006e-06,3.59239149e-05,-0.999999918,-2.3035967e-09,-0.000403735713,-0.999999999,-3.59239127e-05,-2.34756796e-06,-1.25040198e-08,123.331047,2668.08721,1355.2507,1911.13421,2178.80394,2283.39423,2709.2098,91.1887,30.6176373,1.7006444e-28,8.48364448e-12,5.01780907e-11,4403.43001,5337.20885,5336.83809,5376.60081,-0.995285846,0.0969849668,0.0969849668,0.995285846,0.0963889711,-0.995343743,0.995343743,0.0963889711,3.3735042253436543e-09,1.1419156725854613e-06,1e-20,8.401142539378218e-12,5.0670838404032244e-11,0.186936373,-0.206003139,0.0691529571,1.5135317800000003e-14,-2.40547786e-13,0.00238,0.0,0.0,0.0,0.0,0.0
3,-0.00021479290955183007,0.003535608823738283,-0.0001880049475369544,-0.004780696777777952,2027893.985790204,0.0018535283314362468,0.02583903591959769,0.7611093795604972,0.30525676956706954,0.03853688816372081,0.00018755977948884992,0.022475526097909062,0.00023214243984684486,9577.974093087923,1.5141618355999426e-06,0.02381866269146344,0.0,0.0,0.0009598638266257324,0.00021745636947918278,0.0,0.0,0.0008903489225412227,0.003567695494320498,0.0014615772763444256,0.0009410641019229703,0.0014205734608314345,0.09883609562039848,0.0015359790193090793,0.0006701434556777701,0.017252466749958246,77473633.3880256,0.0,0.0,15278910.882588016,12783323.026430985,0.0,0.0,70168278.31902213,0.019869972595541425,-0.06034245291557881,-0.1363723727623194,0.005449592328082331,0.02794297318374553,0.02628326210068813,0.0021124625288557295,0.00013440714231519984,0.17745340231909146,0.5516845752019719,-2.4937672900000003e-06,4.59331304e-11,1.0,-8.025292409999998e-07,-7.04567964e-07,1.0,-4.778524420000001e-11,-1.1843396400000004e-07,-1.843276e-11,1.18433965e-07,8.025292409999998e-07,1.0,-1.0,-7.04567964e-07,-2.4937672900000003e-06,-1.63479941e-11,113.964249,204.967702,3575.79128,3908.83008,8376.68176,8801.916659999999,1424.09176,91.1887,0.0725130213,5.95040716e-28,8.598279489999999e-12,4.96264102e-11,12.553297099999998,260.996882,260.996777,5154.72933,-0.999999713,0.0007573097109999999,0.0007573097109999999,0.999999713,4.61423624e-05,-0.999999999,0.999999999,4.61423624e-05,5.8241759934601436e-08,2.370176093484228e-09,1e-20,8.598512147228663e-12,4.9625055672217174e-11,0.51167228,-0.0822994739,0.222180283,6.9215448999999995e-19,2.28023661e-14,0.0198,0.0,0.0,0.0,0.0,0.0
4,-0.00010323567316476026,0.0002189908169118805,-0.09034822950575597,-0.7811670413847404,1304178.7448758662,0.3358128490701171,0.00933384823499902,0.0002913780064470893,0.0001731292734325995,0.02086281412830721,0.0003985301510133034,0.05986445223003626,0.08673831338128572,11256.253899400372,5.650384519831538e-06,0.0004048962728809884,0.0,0.0,0.0013251687798547034,0.01897246806689201,0.0,0.0,0.02832002073288905,0.016488116272758556,0.03092466721772057,0.0008065525526718402,0.0005599653563660375,0.007878540198960284,0.04264140392853765,0.0016288953781448154,0.0020633672717865303,38491127.99343241,0.0,0.0,11631203.422874546,32269076.203091145,0.0,0.0,29948953.641185794,0.010925251460666993,0.00456487644689083,-0.027407299222064488,0.0008039188998730126,0.003572587042871407,0.00398418735841028,0.057184729901347625,0.0003011696433957721,0.027600084611373442,0.25940079040447434,-3.45182936e-05,0.999999999,4.10595417e-11,-5.758068209999999e-07,1.45366542e-10,5.75806761e-07,-0.000550989277,0.999999848,-5.1792997e-07,2.58325793e-10,0.999999848,0.000550989277,-0.999999999,-3.45182936e-05,-5.17929973e-07,-1.20131471e-10,124.724281,161.84850500000005,3410.45697,5472.56897,5680.60885,6204.16186,1152.21515,91.1887,0.318010731,1.03566957e-28,8.69481781e-12,4.97259099e-11,2672.85856,166.054839,1.37330104,167.065011,-0.0905951718,0.995887802,0.995887802,0.0905951718,0.998010482,-0.0630482242,0.0630482242,0.998010482,5.965014332203528e-09,3.5442272226981015e-08,1e-20,8.695270957332961e-12,4.972331565892137e-11,0.5002910070000001,0.0470959996,0.225115002,5.29268888e-20,2.14811527e-14,1.52e-10,0.0,0.0,0.0,0.0,0.0
5,-0.0006066121343260396,0.00014045870517587542,-0.11798633591765124,-0.0012147149836061089,54402225.07815284,0.050970499279211635,0.0003850522194686542,0.11702047681345222,0.009750598536427587,0.16266538335206202,0.4236677021522043,0.3342249159490901,0.002267413870854275,2283.999678088627,3.0339101209740088e-05,0.0017085090595473735,0.0,0.0,0.002007966356799712,0.049243016569430524,0.0,0.0,0.05259901793264008,0.01230109785667247,0.003017423116990896,0.0005946867156527137,0.007689269222025927,0.003692604303031197,0.07814747653852218,0.0020407283213541108,0.00043035934514013636,2175611.002352253,0.0,0.0,14471952.270181008,7495815.368559694,0.0,0.0,2426802.673646319,3.205451591254261e-05,2.216037435992777e-05,-5.039760544784684e-05,0.0004690449501596324,0.002084105152226694,0.0022505885412111197,0.6585024735660457,0.0007257935205651419,0.0046736434046233755,0.0962278935453521,-1.0,7.3572313600000016e-06,5.18672208e-07,-4.93981988e-09,5.18153171e-09,2.69226222e-07,0.000462202512,-0.9999998929999999,-5.18669868e-07,2.21581958e-10,-0.9999998929999999,-0.000462202512,7.3572313600000016e-06,1.0,9.33289062e-11,2.69226332e-07,79.5506569,124.86350800000001,1475.12027,1557.82374,2737.86902,3804.23192,7375.789209999999,91.1887,0.346472522,1.22016844e-28,8.7432973e-12,4.92528775e-11,82.31898290000002,262.709808,180.69057,274.653455,-0.267824042,0.963467842,0.963467842,0.267824042,0.921953088,-0.38730156600000004,0.38730156600000004,0.921953088,2.1608989695116945e-07,1.6495684325535455e-07,1.0000000000000001e-20,8.743315803062504e-12,4.925277152905632e-11,0.574933256,0.055223644800000006,0.212186254,1.00973041e-22,2.147665e-14,1.0099999999999999e-07,0.0,0.0,0.0,0.0,0.0
6,-0.00018066301895700438,0.07488089448172071,-0.4258093428647696,-0.04041015428799969,89147055.52853595,0.04761268864997024,0.00017682123966238983,0.19671226818247006,0.02737757778643748,0.6954485783903309,0.016304922604866268,0.4261776113847786,0.0884889261118482,1455.6742767960047,3.0300281528690593e-05,0.005200936718594682,0.0,0.0,0.0561569669827746,0.00023367537045039784,0.0,0.0,0.00012080002104354024,0.003285579046104038,0.00020183688828650883,0.010942379329166273,0.0014717371102209724,0.00013227707166251114,0.012408860844420585,0.07184488612453388,0.0003174816478986913,38442507.21427212,0.0,0.0,11238861.85822217,14985815.814247372,0.0,0.0,24805702.75480833,0.09358639259426614,0.4466131383352247,0.4568691386795853,-0.00012557201736076068,-0.0006159228814025762,-0.0006381062814278253,0.018211236882667733,0.0009985840761693825,0.8556394475344999,0.008416376668811208,-2.22438197e-07,1.0,4.2334652300000003e-10,-4.2606435300000005e-06,2.28224488e-07,5.84809986e-10,-0.999999999,3.78845648e-05,1.6762863199999994e-11,-4.26064351e-06,-3.78845648e-05,-0.999999999,-1.0,-2.22438197e-07,-2.28224488e-07,-7.1689478799999995e-12,1.0,189.417494,3352.447480000001,3871.1527899999996,4980.53306,6200.21036,9441.83624,91.1887,0.22053664899999997,1.17377779e-28,8.63784672e-12,4.923892860000001e-11,49.008549200000004,715.837036,199.570478,720.605415,-0.054119424299999996,0.99853447,0.99853447,0.054119424299999996,0.9930776859999999,-0.117459398,0.117459398,0.9930776859999999,9.306009125661284e-08,1.4279181449781885e-06,1.0000000000000001e-20,8.63742519008417e-12,4.9241221801979576e-11,0.459905027,0.369090321,-0.022974127400000002,2.51548402e-14,-5.153258639999998e-14,4.83e-09,0.0,0.0,0.0,0.0,0.0
7,-0.7312033138097681,0.046277157377278666,-0.7078131967208597,-0.9568607125035206,655129542.3448131,0.12744069427538646,0.0007719424737572229,0.0021608414599651807,0.0024067865139522533,0.01833417392747466,0.008508903996405696,0.001109199069271643,0.0040553891474561605,4768.821318357991,2.201271616442704e-06,0.11667728980451085,0.0,0.0,0.010339899327107792,0.00011672024041693164,0.0,0.0,0.01951653266900796,0.006140599337019296,0.0024480754897789185,0.0033899728066494124,0.03062190708985672,0.0019499250014899626,0.046241219112282184,0.0010163590950730923,0.013286682552500921,1991353.6938711118,0.0,0.0,7930336.982097615,52334173.39224424,0.0,0.0,27684028.128412906,0.0028710535869151178,0.014983735980313353,0.016392924673501005,-3.9516902637044495,-29.94458516777669,-37.58661375992496,0.15224253290621192,0.10769543394300927,0.0008223124704299367,0.0001920919713447399,1.0,-1.23570777e-05,-7.81530576e-06,4.38484366e-10,-1.23570777e-05,-1.0,5.4380491399999997e-11,1.76512509e-06,8.562330830000002e-10,-1.76512509e-06,5.62435456e-05,-0.999999998,-7.81530573e-06,-5.70830489e-11,-0.999999998,-5.62435456e-05,124.509644,5766.94307,1411.21866,2816.24841,5261.5994,7234.240009999998,25596.0581,91.1887,0.052487360700000006,1.75423633e-28,8.526576369999999e-12,5.0844487799999995e-11,429.738409,61.8240252,7.28377355,61.8286322,-0.011888251399999999,0.999929332,0.999929332,0.011888251399999999,0.9999898429999999,-0.00450714427,0.00450714427,0.9999898429999999,3.0915086502018194e-08,2.6760430703673352e-09,1.0000000000000001e-20,8.688656800287852e-12,4.989595700155395e-11,0.500050924,0.112124794,0.258265265,4.9611587500000005e-06,-1.28814595e-09,9.63e-13,0.0,0.0,0.0,0.0,0.0
8,-0.0692132820172431,0.0002597297055440204,-0.004404434355511864,-0.0043912749892281696,231847984.70380163,0.0007398412409529366,0.11472463070428092,0.00010090407476442513,0.0004114498883011321,0.09832748488862557,0.00645191791045884,0.0036722352578782563,0.05379400880119034,10987.44706253438,1.1583298185412343e-06,0.004401655359334622,0.0,0.0,0.03171392463001836,0.0006654535391400161,0.0,0.0,0.01681896515294564,0.0013197619295764527,0.0002834673241509502,0.01768907989491645,0.09226345333722992,0.02398527248878609,0.000450917289480516,0.010486631795725765,0.002691865157992275,1794523.1090150168,0.0,0.0,27338481.38248907,16876083.77199265,0.0,0.0,2951258.897020592,0.5198981799307507,2.7317257898837357,2.296656739305557,-0.026949591796743697,-0.15205769114400272,-0.13225934198629688,0.006932916191721714,0.0010948490553459088,0.02628100633877372,0.0009840364647959166,-1.0,3.32678935e-07,2.26742101e-06,-9.73604392e-11,1.02922558e-10,1.01023336e-05,9.70832329e-07,-1.0,-2.26742101e-06,2.4700491000000002e-11,-1.0,-9.70832329e-07,-3.32678934e-07,-1.0,-1.41386574e-11,-1.01023336e-05,124.86183,4087.95988,1339.61284,1717.9463600000001,4108.13816,5228.88575,15226.5601,91.1887,0.0636354648,4.12367581e-28,8.42570368e-12,4.9890878600000005e-11,5.74804853,763.93573,0.776143393,763.992786,-0.012192810200000001,0.999925665,0.999925665,0.012192810200000001,0.999999643,-0.000844729862,0.000844729862,0.999999643,1.6562197723243532e-08,7.752527493019495e-08,1.0000000000000001e-20,8.425716568352769e-12,4.9891220246757394e-11,0.50022983,-0.0123103817,0.22039587800000002,7.093003790000001e-09,-3.3752832e-11,0.0301,0.0,0.0,0.0,0.0,0.0
9,-0.0008775977711191499,0.00048443443387887326,-0.005080279759030944,-0.005672542664012133,21047659.63437052,0.19976426426814456,0.03612635873625439,0.008394057356645649,0.10748158742598228,0.010828717527676937,0.5984848320169668,0.5011818157368993,0.0009940234828238693,1350.6821022879144,1.4884685181964026e-05,0.01695959974043907,0.0,0.0,0.01846032657385751,0.004430408844083509,0.0,0.0,0.018672829313112854,0.011411320426401068,0.02846731207582898,0.04268248362726973,0.016113217592764118,0.03394461362482611,0.05491753555330309,0.003088493867070753,0.0190505295315878,1332765.7182795042,0.0,0.0,21552622.678318527,8032446.133224042,0.0,0.0,10466650.980224485,1.7192854788737748e-05,-5.685581424768082e-05,-0.00014323042373933805,6.864809773986675e-05,0.00032254592745009603,0.0003470502195455424,0.053223856076301916,0.004015968067029471,0.05777778134454223,0.17146550448393685,-0.999999999,4.22094875e-05,2.4174410299999995e-06,-5.172323240000002e-10,2.41744086e-06,7.29638249e-10,0.9999997709999999,-0.000676516158,1.0510756e-09,-1.5904033899999999e-06,0.000676516158,0.9999997709999999,4.22094875e-05,0.999999999,2.44256556e-10,1.59040354e-06,56.56858560000001,124.868494,1154.603,2834.3363600000002,3235.30868,4642.53197,4587.791420000001,91.1887,0.100522414,1.1546060799999998e-28,8.440781399999999e-12,5.03308651e-11,190.790169,10.3422549,0.7746061129999999,87.7574063,-0.0909509949,0.995855369,0.995855369,0.0909509949,0.11754044,-0.993068097,0.993068097,0.11754044,2.35515265313628e-06,6.29092612977844e-07,1.0000000000000001e-20,8.442003072144354e-12,5.032359339848158e-11,0.506117531,0.137304395,0.178841549,1.9318146799999998e-27,2.1476047000000002e-14,6.59e-12,0.0,0.0,0.0,0.0,0.0
