,Lambda2,Lambda3,Lambda4,Lambda5,muj,YA1,YA2,YB1,YB2,YC1,YC2,YRG,YRH,vx,g1p,Fi11,Fi12,Fi21,Fi22,Fj11,Fj12,Fj21,Fj22,L611,L612,L621,L622,L711,L712,L721,L722,M111,M112,M121,M122,M211,M212,M221,M222,hd11,hd12,hd13,hd21,hd22,hd23,he12,he13,he22,he23,ZP22,ZP23,ZP24,ZP25,ZP32,ZP33,ZP34,ZP35,ZP42,ZP43,ZP44,ZP45,ZP52,ZP53,ZP54,ZP55,mh1,mh2,mH2,mH3,mH4,mH5,mss,MZ,MZp,mnu1,mnu2,mnu3,mchi,mFv,meD1,meD2,VL11,VL12,VL21,VL22,UL11,UL12,UL21,UL22,L1,L2,mv1,mv2,mv3,T,S,U,meg,g2mu,Omega,SIP,SDP,SIN,SDN,sv,etaB
0,-0.21698210668564344,0.06329077992171342,-0.006036574751827708,-0.2201365334367968,33448764.251680925,0.9250757604974136,0.025879162306893442,0.010331774473992129,0.0003501762628646001,0.037888850543646525,0.7809834481543424,0.8813513253337165,0.003448149497289807,625.4896041363028,0.1060557220815477,0.3336244417610472,0.0,0.0,0.0005037492705462915,0.0003270905515990492,0.0,0.0,0.0001455236223861379,0.023791799562221008,0.0042870660589237495,0.00011198488476035679,0.0003804917309188079,0.0011070169676429225,0.08636694546888178,0.0336080881276408,0.0002113842900474259,14292207.677138528,0.0,0.0,17563241.4760513,2219142.202842849,0.0,0.0,25573989.97274117,-1.5033167801977291e-05,-0.00011493228429474072,-0.00011500306315598144,0.0017286379364889735,0.008717337206219786,0.007428561088025838,0.024484276676770042,0.0002795187902834174,0.7374635217896475,0.4402543091842178,1.22213949e-05,-1.0398558e-10,-0.999999994,0.00011087344,-0.999999999,3.9302967e-05,-1.22213946e-05,2.80449225e-09,-3.9302967e-05,-0.999999999,-3.73267774e-10,2.78130445e-08,1.4505573e-09,2.7812946e-08,0.00011087344,0.999999994,122.406796,412.783266,1489.68953,3780.59827,4190.8533,5057.073920000002,5784.060860000001,91.1887,331.683687,1.1105651199999998e-27,8.415098309999999e-12,5.03040391e-11,409.149868,16.757781299999998,0.0946564656,153.59444399999995,0.0299977368,-0.999549967,0.999549967,0.0299977368,0.109171593,-0.994022919,0.994022919,0.109171593,2.1547530925741958e-05,1.003442647534346e-08,1e-20,8.434019876151127e-12,5.019116870904841e-11,-0.352474013,-0.140036476,0.0487536196,1.6441991300000003e-20,2.2157392000000003e-14,0.108,8.283e-07,4.768e-58,8.289e-07,3.9e-58,1e-10,3.6858227863633784e-11
1,-0.000380256690824757,4.391680190900436e-05,-0.009046850574136673,-0.3500816458213405,451749405.89077467,0.01889376270820221,0.028415549390127283,0.010693013747102638,0.0010378041007955722,0.028725919661507494,0.0019365297423862226,0.0012973189985692045,0.19068194421963128,6711.653838328798,0.000641140128677905,0.25388751526044456,0.0,0.0,0.0665463966735924,0.004623825048357272,0.0,0.0,0.0041271750266945175,0.0002562454665701828,0.0033447433811117557,0.00025674118586793,0.0001963355648572072,0.00012875756831599842,0.04742721382042524,0.09438146790567452,0.0005895808259191267,1613175.5052371037,0.0,0.0,66956697.33711702,1545111.2667933817,0.0,0.0,1414878.3801234025,-0.010981354532489869,-0.010237963141123642,0.015254735204690202,-0.3075850336451286,0.04104468935225376,0.8835031903757508,0.0003583888140235309,0.002728147785899001,6.235290589906688e-05,0.013442122055608494,-6.63433799e-05,4.81841113e-06,0.01091833,-0.999940391,0.0176960665,2.55836992e-08,-0.999783802,-0.0109177942,-0.99984341,1.53505076e-06,-0.017695736,-0.000126882449,1.5346773200000004e-06,1.0,1.33018397e-10,4.818598e-06,124.86083,185.090771,1189.48735,1243.02416,1270.12008,8182.707740000002,21254.6441,91.1887,21.515552600000003,1.7374468699999996e-29,8.86760239e-12,4.98331889e-11,89.66706529999998,136.329081,49.0590605,140.869829,-0.268663327,0.963234144,0.963234144,0.268663327,0.995154822,-0.0983202979,0.0983202979,0.995154822,-1.199403824336875e-06,6.910853073595223e-09,1e-20,8.872512178634741e-12,4.980557847101853e-11,-0.000853736624,0.0178870175,0.00501389873,3.22668442e-16,2.04703385e-14,0.109,5.885999999999999e-11,6.122e-54,5.885999999999999e-11,4.539e-55,1e-10,1.59663341074188e-11
2,-0.003980487261219731,0.0017276470379456164,-0.039960840195230274,-0.00016284967223969022,515127660.54576993,0.005540363996765719,0.0003451490675674324,0.0009289075385479552,0.0007828850008431751,0.06499887185799852,0.0014564514376046525,0.01043738584702555,0.0004479997338575833,6257.494989306538,0.0016795512862492993,0.03914060846498209,0.0,0.0,0.0002168087611091143,0.004950761130311318,0.0,0.0,0.00014068295443203746,0.0003107593299747138,0.00012898846257687152,0.025694610269372368,0.006864863104447297,0.0008937683603081703,0.0014983657836846215,0.002822447844389698,0.016850122884534576,3500068.7187723867,0.0,0.0,30012175.95907221,22790037.83196387,0.0,0.0,13056291.19717913,0.00082143509669889,0.005048817336594482,0.004500379900027926,0.2426650508209882,0.221628607671685,-0.32756956304769624,2.0224937825266587e-05,0.03937512745648402,0.03647210342928408,0.009416683549230951,-1.0,1.45868096e-07,8.978031710000004e-06,-4.22180166e-11,8.3664104e-11,5.65782482e-08,4.61546983e-06,-1.0,-8.978031710000004e-06,5.4205395299999994e-12,-1.0,-4.61546983e-06,1.45868096e-07,1.0,3.84983166e-12,5.65782482e-08,124.767151,558.341742,1870.84962,3613.41877,4773.8943,5478.35612,22696.4249,91.1887,52.54890989999999,9.553401279999999e-28,8.94405641e-12,4.96467596e-11,24.514543600000003,287.601615,4.10958409,287.6073120000001,-0.000359584239,0.999999935,0.999999935,0.000359584239,0.999980225,-0.00628891028,0.00628891028,0.999980225,1.8528888597346272e-07,5.285711089700887e-10,1e-20,8.944052326817724e-12,4.9646779557423495e-11,1.3465625300000004e-05,2.00295337e-05,0.000969316969,7.10355853e-14,2.8651093400000002e-15,0.106,7.381e-11,5.432e-52,7.381e-11,5.429999999999999e-52,1e-10,1.3013052767272257e-11
3,-0.0009428849397976208,0.0016312072825488606,-0.010784745667564488,-0.0008810205477765972,476613239.50868624,0.2736997883942397,0.05942621402593504,0.0017544480344109349,0.002790087553516008,0.11519246773792782,0.2602862935023349,0.19706170098569026,0.012704164593524305,416.81821935851707,0.050187388618409635,0.001957344510678443,0.0,0.0,0.021787528093674,0.001066362458052697,0.0,0.0,0.010126255285788595,0.00019929509595581867,0.00011152451734361887,0.004630422542750043,0.003923470794003282,0.003697113216953769,0.0007899561728553902,0.02087608038319775,0.0473653867817222,64461478.30009829,0.0,0.0,18846202.94335244,39954342.2474129,0.0,0.0,71161238.74816264,7.283105514750116,39.07565072238025,43.03709498827981,0.0011404262417401133,-0.003648948233075261,-0.009428303244147037,0.00012803011991196825,0.0003731175676496533,0.0570743912269833,0.010891192939757098,-7.32991541e-08,1.0,1.39437134e-13,-1.22744573e-07,2.35400989e-08,2.34640063e-13,-1.0,7.588782809999998e-07,1.0,7.32991541e-08,2.35400989e-08,-1.5343574e-13,1.2657459699999998e-13,1.22744573e-07,7.588782809999998e-07,1.0,18.0502849,124.866502,4341.234570000001,6320.953320000001,8028.79107,8435.79635,21831.4733,91.1887,104.595088,4.28610242e-29,8.65799598e-12,4.9650576500000004e-11,80.6689039,33.951258700000004,1.19362262,48.1727003,0.0398416174,-0.999206008,0.999206008,0.0398416174,0.706041832,-0.7081701290000001,0.7081701290000001,0.706041832,2.431955587828613e-09,3.521782450099544e-08,1e-20,8.657825287385701e-12,4.9651550414568254e-11,0.0485977111,0.15509668699999998,-0.0919620799,4.35218615e-07,-2.70117871e-10,0.127,4.165e-06,1.221e-49,4.1689999999999985e-06,1.644e-48,1e-10,4.3618007761400884e-11
4,-0.011324875301448706,0.011633545167023585,-0.4432708304077037,-0.000172643436817623,46239939.63157115,0.3736206824690964,0.00077569149636967,0.3635965216136537,0.00043766074915567796,0.8140381980818467,0.0015707572293652806,0.8345249355076304,0.3345418935713647,411.52347050950897,0.04990707198819358,0.007733611443083426,0.0,0.0,0.0029562218389664213,0.07537772005147343,0.0,0.0,0.0003762643682554286,0.059499379289172975,0.0009708480386245328,0.0003420114840507102,0.0140184460781501,0.026524919266777167,0.029668854483449462,0.003803794203093632,0.0002762059511967606,17117729.07684862,0.0,0.0,25682611.02651766,34636892.7899139,0.0,0.0,12000374.666534642,-0.005219979835368224,-0.03788638804634927,-0.04575643081689879,0.007386803919048949,0.03356352796040981,0.03387624051546265,0.016510503607391005,1.176692311300421e-05,0.03859630369439247,0.024338250119089324,-1.76312345e-11,6.28704262e-08,3.92935727e-05,-0.999999999,-1.0,3.39894917e-06,1.2846156e-07,2.28926415e-11,3.39894917e-06,1.0,-7.0993709e-12,6.28704259e-08,-1.28461561e-07,-4.1923332199999986e-12,-0.999999999,-3.92935727e-05,60.9917419,125.323105,3464.15621,4137.57343,5067.84276,5885.37894,6799.99597,91.1887,102.689661,2.1126437999999995e-28,8.81769441e-12,5.00956887e-11,108.720283,236.877837,56.1459352,297.301533,-0.365672007,0.93074378,0.93074378,0.365672007,0.812826209,-0.582506269,0.582506269,0.812826209,8.126816813463727e-08,4.269912185670489e-08,1e-20,8.818279924032292e-12,5.00923728670405e-11,-0.0632603313,0.191303297,0.0132156483,9.933861599999999e-18,1.9670198500000002e-14,0.118,4.361e-06,7.878999999999997e-50,4.364e-06,1.0529999999999999e-48,1e-10,4.414853621984256e-10
5,-0.00016863589802586714,0.001323359178638782,-0.00041161576235381896,-0.03048945914777125,11690932.588261236,0.7770577623733202,0.05561372867907132,0.00015186274809596346,0.00022377062628012401,0.18124992805338394,0.1774428852192032,0.0018593522530492073,0.041646003398021054,1250.658530120713,0.024300278466994576,0.0065769776006269825,0.0,0.0,0.0007179283288463362,0.0008851178072189305,0.0,0.0,0.0006095750305613881,0.0003162953419069262,0.002609518949312786,0.027478283159838,0.024962658554984102,0.00032214941701086874,0.02773453242709659,0.0017356762732093991,0.028865897631433338,1431567.2896251725,0.0,0.0,2319146.1077364427,20630851.74825236,0.0,0.0,6144241.760477263,18.724253512614773,87.7927464081822,91.9448125135923,0.2909572999131453,-2.450795108747021,-4.600693222087865,0.00011650398870970832,0.0002456043089207765,0.015294836140421715,0.0006017273210021176,0.999999996,-8.80705287e-05,-3.02946048e-07,6.53043139e-11,-8.80705287e-05,-0.999999996,2.04379908e-11,1.6597755e-07,6.80759435e-11,-1.6597755499999998e-07,5.74008494e-05,-0.999999998,-3.0294604600000005e-07,-3.2846244599999996e-12,-0.999999998,-5.74008494e-05,22.7298539,124.902945,1196.48505,1523.11996,2478.93271,4542.1206200000015,3419.3338700000004,91.1887,151.956819,1.0980647499999996e-28,8.50070181e-12,4.9756884999999996e-11,687.190646,160.288251,0.119694943,160.450705,-0.0449434657,0.998989532,0.998989532,0.0449434657,0.999997915,-0.00204209134,0.00204209134,0.999997915,1.6068747252689935e-09,3.2017945386205764e-10,1e-20,8.499259376434096e-12,4.976531879667687e-11,0.0583827421,0.172280004,0.00201350626,0.0268755754,-5.95144736e-08,0.113,2.079e-07,2.29e-59,2.114e-07,2.126e-59,1e-10,1.5008214585850822e-11
6,-0.1859676712344024,1.4073013936990055e-05,-0.4110712451917337,-0.00265150364081469,458120598.7427617,0.1575967253636359,0.00026843173173343504,0.002905718439123446,0.195161925699408,0.0456773353903063,0.04043687527565711,0.008283988823206277,0.07232470541778978,895.3031381560985,0.05422021831542122,0.002191425942551417,0.0,0.0,0.01507735117498715,0.0009617011923558301,0.0,0.0,0.014843398246910331,0.0198380086707839,0.004338023153603701,0.0037188247237474963,0.08373968294646304,0.004409994766186192,0.0011553509099901595,0.0665058362667823,0.05772097592854149,38729696.59302988,0.0,0.0,24065599.36138481,14367704.373585526,0.0,0.0,2210770.448489286,0.041411449152598895,0.034929931584196966,-0.05216255085696242,0.00654769133740029,0.03721245035113295,0.031694543232994074,0.22347527311560134,0.027247634055194352,2.0292620635745086e-05,0.10685660918885212,1.6637323e-12,-4.3673417e-07,-2.84973186e-06,1.0,-5.69456711e-08,-2.03992347e-12,1.0,2.84973186e-06,8.870539779999999e-06,-1.0,-2.90287707e-13,-4.3673417e-07,1.0,8.870539779999999e-06,5.69456711e-08,2.3726154299999997e-12,124.861947,546.0140849999998,1487.44767,3790.49235,4905.926079999998,6223.36684,21403.7539,91.1887,242.717655,6.15413808e-30,8.61599237e-12,4.9801087e-11,99.770514,28.9171771,1.11564962,31.5789526,-0.39951267,0.916727673,0.916727673,0.39951267,0.997890966,-0.064912397,0.064912397,0.997890966,5.126648337504913e-10,9.452489891243234e-09,1e-20,8.615987935086933e-12,4.9801114028959026e-11,-0.000493289035,0.0124674548,-0.114560191,5.03170388e-17,2.0467150100000002e-14,0.121,1.855e-07,5.6720000000000005e-56,1.855e-07,5.142e-56,1e-10,3.435157798757126e-11
7,-0.008784018055826496,2.594928670724679e-05,-0.00014526757943504254,-0.00012281955150928822,9026419.11153929,0.09436369305533802,0.0005918087386874402,0.4326189599998544,0.20467406849173475,0.05494004693065152,0.0002703321702827686,0.03752081612409261,0.00013959909393752192,313.026639146162,0.053469371184950085,0.2008130842543729,0.0,0.0,0.3081965398109288,0.025079936303192937,0.0,0.0,0.008213177435324027,0.0006388297853629568,0.00028565925692071204,0.002786727959206385,0.0010856357510337237,0.005954143295272554,0.006322597099108021,0.003369703627005267,0.0002122815109057864,19994874.10201628,0.0,0.0,96653356.2311379,1524166.1884416803,0.0,0.0,3199581.1099705435,0.001064119026983767,0.006283616827390789,0.00676613924910464,0.0001294274286785139,0.00010077754242869418,-0.0001523785634863451,0.00024527499471520785,0.021490608831920825,0.3858106657381266,0.13276701085264092,-2.4064596400000003e-06,8.135774470000001e-11,0.999999994,-0.000113151276,-2.99081652e-10,-7.299564599999998e-07,0.000113151276,0.999999994,-1.0,1.11719702e-07,-2.40645966e-06,-2.67061202e-11,-1.11719702e-07,-1.0,-1.5067510099999999e-12,-7.299564649999998e-07,41.4899407,124.859774,1234.64347,1788.73905,4471.56451,9831.24573,3004.40055,91.1887,83.6866755,9.84233109e-28,8.74674425e-12,5.0054218599999997e-11,20.8867641,12.1606082,12.1306002,95.98122109999998,-0.997629017,0.06882110450000001,0.06882110450000001,0.997629017,0.00897072012,-0.999959762,0.999959762,0.00897072012,2.520582841166066e-07,1.0186046151510119e-07,1e-20,8.74542462299552e-12,5.006176864846734e-11,0.0499841188,0.111361259,-0.06332563179999999,2.4991544700000006e-21,2.14600302e-14,0.127,1.158e-05,3.4149999999999994e-47,1.158e-05,2.6879999999999995e-48,1e-10,9.288683266196157e-11
8,-0.0009972833438726156,0.011363506785205259,-0.7006092696344307,-0.2186322820536358,1250064.0051988135,0.007659716326889538,0.0001889082230070072,0.0007696225613379716,0.0055457703361766145,0.13220673779015302,0.01915795483391734,0.6322720443035571,0.0008804195601681133,7520.931240541119,0.002300393663244807,0.0018594806527500265,0.0,0.0,0.0018450468283319687,0.0007617285767541322,0.0,0.0,0.00339355286360196,0.001903810674092225,0.000335445644919183,0.0002447195428732719,0.00840306448052348,0.0004949077834111921,0.005181787407637317,0.002489266142841173,0.003718011261524028,17804794.41511146,0.0,0.0,3422816.1795015167,11288914.494561227,0.0,0.0,31077530.779078394,1.0654582030336184,5.160762058461916,4.7561244996951935,-0.012649080793388232,-0.06728226480833402,-0.06485978479271574,0.00010272525962144318,1.839703319464825e-05,0.00705404787340952,0.00016278322973925754,-6.99299758e-07,1.0,7.88701629e-12,-3.548109990000001e-07,1.51765291e-06,1.1733861900000001e-11,-1.0,7.850834480000001e-06,1.0,6.99299758e-07,1.51765291e-06,-1.8281083300000002e-11,6.118122250000001e-12,3.548109990000001e-07,7.850834480000001e-06,1.0,106.19428899999998,342.249385,1850.15349,3359.89953,4219.57902,5574.732410000001,1120.99016,91.1887,86.5055227,3.07585749e-28,8.72731483e-12,4.9562327500000004e-11,40.7351457,703.088625,4.02073921,711.5615769999998,-0.00109672038,0.999999399,0.999999399,0.00109672038,0.988092094,-0.153863622,0.153863622,0.988092094,4.356740748200268e-07,4.777945957111823e-07,1e-20,8.727022913844522e-12,4.9563959238124973e-11,-0.00107286483,0.0152742996,0.000155608556,1.9408186300000002e-09,-1.62592013e-11,0.106,4.653e-11,6.353e-54,4.669e-11,8.506999999999997e-53,1e-10,2.411361086619412e-11
9,-0.0031717585950123447,0.0002244134218968958,-0.033396202038085215,-0.17986213509425306,13637634.686389135,0.05408427526776823,0.08042242891048103,0.00022705640669235278,0.6428718345114997,0.7054502024193502,0.4210008756310381,0.0050002254022218345,0.03682587374550565,6088.134125844696,0.003119845367734206,0.4390387058403281,0.0,0.0,0.020427558219306224,0.001978348343722727,0.0,0.0,0.0006709618389919192,0.011595501012187023,0.0024703362899233237,0.009428012808692508,0.0006309366336332057,0.022843563116196453,0.00045962209367808897,0.0008240622565806803,0.010539817778745466,40129342.2143105,0.0,0.0,1210767.6391120644,31879894.62298937,0.0,0.0,21945530.10717765,0.008352442857311406,0.08250973639178663,0.09037336095332037,0.026370486814457528,0.018417573037073583,-0.030491583461449145,2.271313039549229e-05,0.0020252517842197526,0.0074329884806642035,0.00524153879945509,-1.90305932e-06,1.0,1.1918227e-10,-4.2411186500000005e-06,1.26899802e-10,4.2411186500000005e-06,-1.38708078e-06,1.0,-0.000229120914,-5.4932982e-10,0.999999974,1.38708077e-06,0.999999974,1.90305925e-06,0.000229120914,1.82838317e-10,124.859905,484.897295,1100.35763,4684.63937,5646.28856,6334.799770000001,3693.64624,91.1887,94.97017209999998,5.90771956e-28,8.98360388e-12,5.03390723e-11,232.830707,3036.93548,0.975648845,3036.9423,-0.00209973222,0.999997796,0.999997796,0.00209973222,0.999999959,-0.000285764832,0.000285764832,0.999999959,2.058691436191993e-07,2.7541140071189506e-08,1e-20,8.983597059893502e-12,5.033910928858744e-11,3.421140250000001e-07,3.8977559100000006e-06,8.522453e-06,1.33353538e-16,1.94889293e-14,0.13,8.826e-11,3.459000000000001e-55,8.826e-11,4.913e-54,1e-10,2.4493525063900116e-11
